里程樁,路線名稱,Lon,Lat,海拔(m),方向,KM2,類別
22K+496,台19甲,120.2880484,23.14449875,,,,省道
22K+496,台19甲,120.2882321,23.14449664,,,,省道
22K+992,台19甲,120.2882237,23.14001549,,,,省道
22K+993,台19甲,120.2884035,23.140014,,,,省道
23K+499,台19甲,120.2891713,23.13554734,,,,省道
24K+004,台19甲,120.2899521,23.13250392,,,,省道
24K+500,台19甲,120.2938657,23.13129579,,,,省道
24K+984,台19甲,120.2941176,23.12693047,,,,省道
24K+990,台19甲,120.2939994,23.12688219,,,,省道
25K+500,台19甲,120.294195,23.12227042,,,,省道
26K+000,台19甲,120.2943367,23.11775819,,,,省道
26K+500,台19甲,120.2944761,23.11324609,,,,省道
27K+001,台19甲,120.2946129,23.10872958,,,,省道
27K+500,台19甲,120.2947446,23.10421876,,,,省道
28K+000,台19甲,120.2948825,23.09970608,,,,省道
28K+500,台19甲,120.2950171,23.09519441,,,,省道
28K+997,台19甲,120.2951643,23.09071318,,,,省道
29K+500,台19甲,120.2951778,23.08616675,,,,省道
29K+501,台19甲,120.2953966,23.08616668,,,,省道
30K+049,台19甲,120.2953554,23.08121407,,,,省道
30K+515,台19甲,120.2924208,23.07890356,,,,省道
31K+040,台19甲,120.2914541,23.07437621,,,,省道
31K+056,台19甲,120.2912835,23.07425388,,,,省道
31K+500,台19甲,120.2922798,23.07035396,,,,省道
32K+003,台19甲,120.2912284,23.06701499,,,,省道
32K+004,台19甲,120.2913693,23.06713524,,,,省道
32K+517,台19甲,120.2947813,23.0637774,,,,省道
33K+000,台19甲,120.2967598,23.05982344,,,,省道
33K+500,台19甲,120.2988093,23.05572718,,,,省道
33K+986,台19甲,120.3007033,23.05192686,,,,省道
33K+992,台19甲,120.3007978,23.05176959,,,,省道
34K+000,台19甲,120.300884,23.0517326,,,,省道
34K+476,台19甲,120.305415,23.05270204,,,,省道
34K+493,台19甲,120.3056052,23.05259158,,,,省道
35K+000,台19甲,120.3104894,23.05251221,,,,省道
35K+001,台19甲,120.3105279,23.05264806,,,,省道
35K+500,台19甲,120.3150165,23.05088919,,,,省道
35K+500,台19甲,120.3150781,23.05101756,,,,省道
36K+017,台19甲,120.3196033,23.04896797,,,,省道
36K+030,台19甲,120.3194324,23.04879794,,,,省道
36K+499,台19甲,120.3207503,23.04474462,,,,省道
36K+499,台19甲,120.3208963,23.04478447,,,,省道
37K+000,台19甲,120.3211876,23.0404358,,,,省道
37K+000,台19甲,120.3213187,23.04027627,,,,省道
37K+500,台19甲,120.3213837,23.03575712,,,,省道
37K+500,台19甲,120.3215365,23.03578032,,,,省道
38K+000,台19甲,120.3223066,23.0313487,,,,省道
38K+000,台19甲,120.3224593,23.03134119,,,,省道
38K+499,台19甲,120.3199391,23.02766776,,,,省道
38K+500,台19甲,120.3200287,23.02755324,,,,省道
39K+012,台19甲,120.3156125,23.02541975,,,,省道
39K+014,台19甲,120.3155479,23.02554957,,,,省道
39K+515,台19甲,120.3108717,23.02423033,,,,省道
39K+516,台19甲,120.3109016,23.02409227,,,,省道
40K+001,台19甲,120.3087923,23.02134224,,,,省道
40K+001,台19甲,120.3090382,23.02136294,,,,省道
40K+501,台19甲,120.3093151,23.01685258,,,,省道
41K+001,台19甲,120.3092016,23.01234696,,,,省道
41K+501,台19甲,120.308861,23.00784156,,,,省道
42K+001,台19甲,120.308547,23.00333729,,,,省道
42K+491,台19甲,120.3083516,22.99891545,,,,省道
43K+028,台19甲,120.3086409,22.9941048,,,,省道
43K+501,台19甲,120.3093374,22.98987856,,,,省道
43K+501,台19甲,120.3093442,22.98987904,,,,省道
43K+999,台19甲,120.3106416,22.98555285,,,,省道
44K+001,台19甲,120.3107515,22.98556711,,,,省道
44K+501,台19甲,120.3121789,22.98124938,,,,省道
45K+001,台19甲,120.3151514,22.97772149,,,,省道
45K+499,台19甲,120.3190146,22.97499183,,,,省道
45K+500,台19甲,120.3190208,22.97498832,,,,省道
46K+001,台19甲,120.3232316,22.97268878,,,,省道
46K+012,台19甲,120.3233864,22.97286372,,,,省道
46K+497,台19甲,120.3261617,22.9695881,,,,省道
46K+501,台19甲,120.3259873,22.96949083,,,,省道
47K+000,台19甲,120.3283336,22.96553762,,,,省道
47K+490,台19甲,120.3281349,22.96127743,,,,省道
48K+003,台19甲,120.3284965,22.95686353,,,,省道
48K+500,台19甲,120.3302637,22.95268291,,,,省道
48K+998,台19甲,120.3320339,22.94854281,,,,省道
49K+497,台19甲,120.3334036,22.94422419,,,,省道
49K+996,台19甲,120.3338029,22.93977898,,,,省道
50K+500,台19甲,120.3361801,22.93580309,,,,省道
50K+993,台19甲,120.3392275,22.93237546,,,,省道
51K+498,台19甲,120.3425605,22.9290401,,,,省道
51K+999,台19甲,120.3449767,22.92513367,,,,省道
52K+501,台19甲,120.3471606,22.92107737,,,,省道
53K+000,台19甲,120.3498363,22.91732619,,,,省道
53K+510,台19甲,120.3531369,22.91388837,,,,省道
53K+987,台19甲,120.3546341,22.90995055,,,,省道
54K+500,台19甲,120.3565253,22.90575478,,,,省道
54K+994,台19甲,120.3524371,22.90401276,,,,省道
54K+998,台19甲,120.3524462,22.90383606,,,,省道
55K+500,台19甲,120.3482963,22.90216183,,,,省道
55K+501,台19甲,120.3481356,22.90221389,,,,省道
55K+999,台19甲,120.3458196,22.89886433,,,,省道
56K+001,台19甲,120.3457289,22.89901662,,,,省道
56K+493,台19甲,120.3421494,22.89610082,,,,省道
56K+494,台19甲,120.3420238,22.89617673,,,,省道
57K+000,台19甲,120.3392831,22.89239441,,,,省道
57K+001,台19甲,120.3391876,22.89245968,,,,省道
57K+500,台19甲,120.3376759,22.88830465,,,,省道
58K+000,台19甲,120.3334507,22.88624302,,,,省道
58K+498,台19甲,120.3321971,22.88189388,,,,省道
59K+017,台19甲,120.3300416,22.87909569,,,,省道
59K+495,台19甲,120.3272181,22.87617914,,,,省道
60K+003,台19甲,120.3253972,22.87191151,,,,省道
60K+499,台19甲,120.3237015,22.86769891,,,,省道
60K+999,台19甲,120.3240279,22.86319179,,,,省道
61K+500,台19甲,120.3243411,22.8586837,,,,省道
61K+500,台19甲,120.3244499,22.8586856,,,,省道
61K+999,台19甲,120.3246619,22.85418072,,,,省道
62K+465,台19甲,120.3246201,22.85003074,,,,省道
63K+020,台19甲,120.3229368,22.84530659,,,,省道
63K+021,台19甲,120.3230591,22.845223,,,,省道
63K+500,台19甲,120.3200143,22.84193463,,,,省道
64K+000,台19甲,120.3180045,22.8378187,,,,省道
64K+993,台19甲,120.3136732,22.82982774,,,,省道
65K+000,台19甲,120.3137813,22.8298179,,,,省道
65K+481,台19甲,120.310482,22.8266003,,,,省道
65K+991,台19甲,120.3070162,22.82330173,,,,省道
66K+493,台19甲,120.3029663,22.82118533,,,,省道
67K+000,台19甲,120.3019655,22.8167343,,,,省道
67K+500,台19甲,120.300567,22.812474,,,,省道
67K+500,台19甲,120.300682,22.81237576,,,,省道
68K+000,台19甲,120.2987736,22.8082144,,,,省道
68K+000,台19甲,120.2988634,22.80818863,,,,省道
68K+500,台19甲,120.2967457,22.8041332,,,,省道
69K+000,台19甲,120.2948101,22.8001332,,,,省道
69K+000,台19甲,120.29467,22.8000259,,,,省道
69K+499,台19甲,120.2948854,22.7964947,,,,省道
70K+010,台19甲,120.2908562,22.79452583,,,,省道
70K+515,台19甲,120.2885269,22.79055692,,,,省道
70K+999,台19甲,120.2862612,22.78672036,,,,省道
71K+490,台19甲,120.2829181,22.78440152,,,,省道
71K+999,台19甲,120.2779752,22.7843743,,,,省道
72K+500,台19甲,120.2735459,22.7829757,,,,省道
72K+500,台19甲,120.2735744,22.7829417,,,,省道
73K+000,台19甲,120.270042,22.7795661,,,,省道
73K+000,台19甲,120.2700691,22.7795358,,,,省道
73K+500,台19甲,120.2688973,22.7752337,,,,省道
73K+997,台19甲,120.2681487,22.771064,,,,省道
74K+013,台19甲,120.2682459,22.7705338,,,,省道
74K+490,台19甲,120.2674457,22.76666079,,,,省道
74K+500,台19甲,120.267388,22.766213,,,,省道
74K+992,台19甲,120.2667809,22.76221833,,,,省道
75K+502,台19甲,120.2674107,22.75764397,,,,省道
76K+000,台19甲,120.2666464,22.75354008,,,,省道
76K+491,台19甲,120.264237,22.749741,,,,省道
76K+500,台19甲,120.2641758,22.7497847,,,,省道
76K+995,台19甲,120.260906,22.74691,,,,省道
76K+995,台19甲,120.2609348,22.7469128,,,,省道
77K+011,台19甲,120.2607698,22.7468201,,,,省道
77K+491,台19甲,120.2569692,22.7443245,,,,省道
77K+492,台19甲,120.256937,22.744347,,,,省道
77K+996,台19甲,120.252897,22.741758,,,,省道
78K+002,台19甲,120.2528997,22.7416693,,,,省道
78K+002,台19甲,120.252902,22.7416773,,,,省道
78K+501,台19甲,120.2488518,22.7391698,,,,省道
78K+505,台19甲,120.2488633,22.7390964,,,,省道
0K+020,台20,120.2056673,22.99290591,,,,省道
0K+485,台20,120.209366,22.99533528,,,,省道
0K+952,台20,120.2122818,22.99809955,,,,省道
0K+978,台20,120.2124968,22.99829412,,,,省道
1K+480,台20,120.2131912,23.00278705,,,,省道
1K+497,台20,120.2134342,23.00290056,,,,省道
2K+007,台20,120.2164832,23.00591002,,,,省道
2K+508,台20,120.2209817,23.00768836,,,,省道
2K+516,台20,120.2209565,23.00785915,,,,省道
2K+977,台20,120.2247324,23.01010926,,,,省道
3K+000,台20,120.2248177,23.01035891,,,,省道
3K+533,台20,120.2291661,23.01287898,,,,省道
3K+539,台20,120.2291722,23.01304696,,,,省道
3K+993,台20,120.233372,23.01434162,,,,省道
3K+996,台20,120.2334498,23.01419431,,,,省道
4K+483,台20,120.2374076,23.01661316,,,,省道
4K+498,台20,120.2376245,23.01655351,,,,省道
4K+969,台20,120.2413703,23.01901471,,,,省道
5K+000,台20,120.2415235,23.01930912,,,,省道
5K+479,台20,120.2459273,23.02062241,,,,省道
5K+492,台20,120.2459909,23.02080447,,,,省道
5K+995,台20,120.2504582,23.02259847,,,,省道
6K+002,台20,120.2506122,23.02249042,,,,省道
6K+504,台20,120.2547772,23.02487177,,,,省道
6K+509,台20,120.2547204,23.0250306,,,,省道
6K+951,台20,120.2586774,23.02636576,,,,省道
6K+952,台20,120.2588052,23.02628473,,,,省道
7K+497,台20,120.2635496,23.02823784,,,,省道
7K+994,台20,120.2682117,23.02930479,,,,省道
8K+003,台20,120.2683227,23.02913899,,,,省道
8K+495,台20,120.2730456,23.02989183,,,,省道
8K+500,台20,120.2731401,23.02974,,,,省道
8K+992,台20,120.2777692,23.03091557,,,,省道
9K+000,台20,120.2777929,23.03110661,,,,省道
9K+501,台20,120.2825279,23.03223772,,,,省道
9K+507,台20,120.2825221,23.03241894,,,,省道
10K+001,台20,120.2870126,23.03403128,,,,省道
10K+002,台20,120.286945,23.03419462,,,,省道
10K+501,台20,120.2916666,23.03524386,,,,省道
10K+501,台20,120.2916955,23.03505651,,,,省道
10K+996,台20,120.2963824,23.03608639,,,,省道
11K+000,台20,120.296468,23.03594901,,,,省道
11K+493,台20,120.3010862,23.03692315,,,,省道
11K+501,台20,120.3010745,23.03710131,,,,省道
11K+985,台20,120.3056769,23.03805259,,,,省道
11K+994,台20,120.3057365,23.03823347,,,,省道
12K+502,台20,120.3106159,23.03896166,,,,省道
12K+502,台20,120.3106517,23.0387936,,,,省道
12K+997,台20,120.3134487,23.04224411,,,,省道
12K+997,台20,120.3135903,23.04211849,,,,省道
13K+500,台20,120.316499,23.04579238,,,,省道
13K+500,台20,120.3166526,23.04567597,,,,省道
13K+998,台20,120.3195293,23.04931013,,,,省道
13K+999,台20,120.3197426,23.04916406,,,,省道
14K+498,台20,120.322792,23.05268726,,,,省道
14K+500,台20,120.3226253,23.05281773,,,,省道
14K+992,台20,120.3258474,23.05590908,,,,省道
14K+994,台20,120.3257061,23.05606536,,,,省道
15K+480,台20,120.3292965,23.05894846,,,,省道
15K+501,台20,120.3292911,23.05922056,,,,省道
16K+000,台20,120.3330078,23.06214034,,,,省道
16K+000,台20,120.3331197,23.06195697,,,,省道
16K+500,台20,120.3373892,23.06413541,,,,省道
16K+502,台20,120.3373018,23.06432379,,,,省道
17K+000,台20,120.3417535,23.06612424,,,,省道
17K+001,台20,120.3416713,23.06631126,,,,省道
17K+515,台20,120.3465746,23.06733964,,,,省道
17K+520,台20,120.3466563,23.06718079,,,,省道
17K+997,台20,120.3512266,23.06801771,,,,省道
18K+012,台20,120.3513374,23.06821087,,,,省道
18K+500,台20,120.3556946,23.06994095,,,,省道
18K+501,台20,120.3556115,23.0701009,,,,省道
18K+997,台20,120.3591621,23.07307055,,,,省道
19K+000,台20,120.3590093,23.07319562,,,,省道
19K+499,台20,120.3628284,23.07594888,,,,省道
19K+499,台20,120.3629304,23.07578749,,,,省道
19K+996,台20,120.3670635,23.07814617,,,,省道
19K+997,台20,120.3669566,23.07831169,,,,省道
20K+500,台20,120.371531,23.07989561,,,,省道
21K+000,台20,120.3756883,23.0772196,,,,省道
21K+000,台20,120.3752852,23.07745062,,,,省道
21K+500,台20,120.3762095,23.07319046,,,,省道
21K+500,台20,120.3762095,23.07319046,,,,省道
22K+000,台20,120.3783176,23.06927556,,,,省道
22K+000,台20,120.3783107,23.069483,,,,省道
22K+500,台20,120.3815691,23.06591767,,,,省道
22K+500,台20,120.3815691,23.06591767,,,,省道
23K+000,台20,120.3858647,23.06439721,,,,省道
23K+000,台20,120.3860773,23.0645036,,,,省道
23K+500,台20,120.3899613,23.06226363,,,,省道
23K+500,台20,120.3899613,23.06226363,,,,省道
24K+000,台20,120.3937179,23.05966963,,,,省道
24K+000,台20,120.3941926,23.0595753,,,,省道
24K+500,台20,120.397474,23.057824,,,,省道
24K+500,台20,120.3976708,23.05741335,,,,省道
25K+000,台20,120.4019355,23.05533441,,,,省道
25K+000,台20,120.4019355,23.05533441,,,,省道
25K+500,台20,120.4059247,23.05317034,,,,省道
25K+500,台20,120.4059247,23.05317034,,,,省道
26K+000,台20,120.4107684,23.05348474,,,,省道
26K+000,台20,120.4107684,23.05348474,,,,省道
26K+500,台20,120.4156183,23.05370157,,,,省道
26K+500,台20,120.4156183,23.05370157,,,,省道
27K+000,台20,120.4194301,23.05635553,,,,省道
27K+000,台20,120.4194301,23.05635553,,,,省道
27K+500,台20,120.420575,23.0605018,,,,省道
28K+000,台20,120.4219013,23.06475293,,,,省道
28K+000,台20,120.4219013,23.06475293,,,,省道
28K+500,台20,120.4224198,23.06918661,,,,省道
28K+500,台20,120.4224198,23.06918661,,,,省道
29K+000,台20,120.4236244,23.07314302,,,,省道
29K+000,台20,120.4236244,23.07314302,,,,省道
29K+500,台20,120.4245021,23.07725271,,,,省道
29K+500,台20,120.4245021,23.07725271,,,,省道
30K+000,台20,120.4260183,23.08124585,,,,省道
30K+000,台20,120.4260183,23.08124585,,,,省道
30K+500,台20,120.4281483,23.08512067,,,,省道
30K+500,台20,120.4281483,23.08512067,,,,省道
31K+000,台20,120.4308064,23.08859937,,,,省道
31K+000,台20,120.4308064,23.08859937,,,,省道
31K+500,台20,120.433249,23.09202425,,,,省道
31K+500,台20,120.433249,23.09202425,,,,省道
32K+000,台20,120.437298,23.09433722,,,,省道
32K+000,台20,121.2093362,24.8786595,,,,省道
32K+500,台20,120.441405,23.09666525,,,,省道
32K+500,台20,120.441405,23.09666525,,,,省道
33K+000,台20,120.4450051,23.09970729,,,,省道
33K+000,台20,120.4450051,23.09970729,,,,省道
33K+500,台20,120.4471479,23.10373819,,,,省道
33K+500,台20,120.4471479,23.10373819,,,,省道
34K+000,台20,120.4491919,23.10770412,,,,省道
34K+000,台20,120.4493607,23.1079026,,,,省道
34K+500,台20,120.4530749,23.11041648,,,,省道
34K+500,台20,120.4530749,23.11041648,,,,省道
35K+000,台20,120.4563805,23.11371942,,,,省道
35K+000,台20,120.4563805,23.11371942,,,,省道
35K+500,台20,120.4582442,23.11765582,,,,省道
35K+500,台20,120.4582442,23.11765582,,,,省道
36K+000,台20,120.4611333,23.12005436,,,,省道
37K+000,台20,120.4694012,23.11738117,,,,省道
38K+000,台20,120.4765546,23.1112391,,,,省道
38K+000,台20,120.4765546,23.11123911,,,,省道
39K+000,台20,120.4806803,23.10338559,,,,省道
39K+000,台20,120.4806803,23.10338559,,,,省道
40K+000,台20,120.4833501,23.09472006,,,,省道
40K+000,台20,120.4833501,23.09472006,,,,省道
41K+000,台20,120.4869491,23.08659025,,,,省道
41K+000,台20,120.4869491,23.08659025,,,,省道
42K+000,台20,120.4907544,23.07847903,,,,省道
42K+000,台20,120.4907544,23.07847903,,,,省道
42K+500,台20,120.494653,23.07577306,,,,省道
42K+500,台20,120.494653,23.07577306,,,,省道
43K+000,台20,120.4990564,23.07469881,,,,省道
43K+000,台20,120.4990564,23.07469881,,,,省道
43K+500,台20,120.5037409,23.07344151,,,,省道
43K+500,台20,120.5037409,23.07344151,,,,省道
44K+000,台20,120.5080312,23.07153671,,,,省道
44K+000,台20,120.5080312,23.07153671,,,,省道
44K+500,台20,120.5124562,23.06971716,,,,省道
44K+500,台20,120.5124562,23.06971716,,,,省道
45K+000,台20,120.5170731,23.07021114,,,,省道
45K+000,台20,120.5170731,23.07021114,,,,省道
45K+500,台20,120.5194947,23.07376353,,,,省道
45K+500,台20,120.5194947,23.07376353,,,,省道
46K+000,台20,120.5191315,23.07820535,,,,省道
46K+000,台20,120.5191315,23.07820535,,,,省道
46K+500,台20,120.521001,23.08127755,,,,省道
47K+000,台20,120.5244377,23.08410467,,,,省道
47K+000,台20,120.5244618,23.08403587,,,,省道
47K+500,台20,120.5267227,23.0837252,,,,省道
47K+500,台20,120.526754,23.08369039,,,,省道
48K+000,台20,120.526388,23.07943423,,,,省道
49K+000,台20,120.5346729,23.07502851,,,,省道
49K+500,台20,120.5352245,23.07763281,,,,省道
50K+000,台20,120.5392564,23.07560219,,,,省道
50K+500,台20,120.5416307,23.07195305,,,,省道
51K+000,台20,120.5454821,23.07372967,,,,省道
51K+500,台20,120.5479257,23.07187473,,,,省道
52K+000,台20,120.5521584,23.0702098,,,,省道
52K+497,台20,120.554271,23.0668191,,,,省道
53K+000,台20,120.5571406,23.0635844,,,,省道
53K+494,台20,120.5603666,23.061104,,,,省道
54K+000,台20,120.5642829,23.0631416,,,,省道
54K+500,台20,120.568214,23.0613883,,,,省道
55K+000,台20,120.5720579,23.063314,,,,省道
55K+999,台20,120.5783894,23.07001628,,,,省道
56K+011,台20,120.5784561,23.0701093,,,,省道
57K+000,台20,120.5828127,23.07806866,,,,省道
57K+999,台20,120.5903805,23.08258387,,,,省道
58K+501,台20,120.5935101,23.08147715,,,,省道
59K+000,台20,120.5974021,23.0813528,,,,省道
59K+500,台20,120.6017204,23.0821819,,,,省道
60K+000,台20,120.6059656,23.08071644,,,,省道
60K+500,台20,120.6067104,23.0773813,,,,省道
61K+000,台20,120.60906,23.0737377,,,,省道
61K+500,台20,120.6122652,23.07594961,,,,省道
62K+000,台20,120.6164538,23.077322,,,,省道
62K+495,台20,120.6205216,23.07788905,,,,省道
62K+995,台20,120.6208685,23.07508651,,,,省道
63K+495,台20,120.6216815,23.07296039,,,,省道
64K+000,台20,120.6213747,23.0697224,,,,省道
64K+500,台20,120.6194679,23.06711199,,,,省道
64K+998,台20,120.6206098,23.06315744,,,,省道
65K+496,台20,120.6229923,23.0658336,,,,省道
65K+997,台20,120.6276334,23.06703392,,,,省道
66K+500,台20,120.6315522,23.06902867,,,,省道
66K+995,台20,120.6352508,23.07043291,,,,省道
67K+494,台20,120.6390396,23.07074848,,,,省道
67K+906,台20,120.6421797,23.0702425,,,,省道
67K+998,台20,120.6430629,23.07028553,,,,省道
68K+500,台20,120.6445883,23.07209719,,,,省道
68K+999,台20,120.6468543,23.0691792,,,,省道
69K+496,台20,120.6503693,23.07128417,,,,省道
69K+998,台20,120.654332,23.07067748,,,,省道
70K+501,台20,120.6583633,23.07111917,,,,省道
71K+003,台20,120.66259,23.07013825,,,,省道
71K+502,台20,120.666548,23.06981557,,,,省道
71K+996,台20,120.6693779,23.06973976,,,,省道
72K+495,台20,120.6727089,23.07262758,,,,省道
