里程樁,路線名稱,Lon,Lat,海拔(m),方向,KM2,類別
16K+207,台74,120.6782508,24.2010475,,,,省道
16K+209,台74,120.6782705,24.2010477,,,,省道
16K+302,台74,120.6791857,24.2010524,,,,省道
16K+307,台74,120.679235,24.2010525,,,,省道
16K+392,台74,120.6800697,24.2011734,,,,省道
16K+392,台74,120.6800665,24.2009348,,,,省道
16K+492,台74,120.6810517,24.2009359,,,,省道
16K+492,台74,120.6810511,24.201176,,,,省道
16K+592,台74,120.6820399,24.2011783,,,,省道
16K+592,台74,120.6820405,24.2009377,,,,省道
16K+690,台74,120.683003,24.20118,,,,省道
16K+691,台74,120.6830142,24.2009387,,,,省道
16K+790,台74,120.683989,24.2011844,,,,省道
16K+791,台74,120.683996,24.2009416,,,,省道
16K+891,台74,120.6849827,24.2011841,,,,省道
16K+892,台74,120.6849906,24.2009438,,,,省道
17K+005,台74,120.6861038,24.200941,,,,省道
17K+005,台74,120.6861056,24.2011933,,,,省道
17K+105,台74,120.6870904,24.2011887,,,,省道
17K+106,台74,120.6871012,24.200947,,,,省道
17K+205,台74,120.6880754,24.2009494,,,,省道
17K+206,台74,120.6880767,24.2011925,,,,省道
17K+304,台74,120.6890433,24.2009514,,,,省道
17K+304,台74,120.6890486,24.2011943,,,,省道
17K+402,台74,120.6900131,24.2011966,,,,省道
17K+403,台74,120.6900205,24.200954,,,,省道
17K+493,台74,120.6909064,24.2009546,,,,省道
17K+493,台74,120.6909029,24.2011957,,,,省道
17K+600,台74,120.6919048,24.2010518,,,,省道
17K+608,台74,120.6920377,24.2010789,,,,省道
17K+700,台74,120.6924879,24.2010298,,,,省道
17K+705,台74,120.6929924,24.2010818,,,,省道
17K+800,台74,120.6938538,24.2009894,,,,省道
17K+801,台74,120.6939371,24.2010846,,,,省道
17K+900,台74,120.6949106,24.2009735,,,,省道
17K+907,台74,120.6949803,24.2010858,,,,省道
18K+000,台74,120.6960153,24.2009451,,,,省道
18K+004,台74,120.6959349,24.2010859,,,,省道
18K+100,台74,120.6973829,24.2009084,,,,省道
18K+101,台74,120.6968892,24.2010985,,,,省道
18K+200,台74,120.6978178,24.2009258,,,,省道
18K+204,台74,120.6979014,24.2011418,,,,省道
18K+291,台74,120.6987694,24.2010704,,,,省道
18K+292,台74,120.6987545,24.2013115,,,,省道
18K+392,台74,120.6997503,24.2011283,,,,省道
18K+393,台74,120.6997437,24.2013729,,,,省道
18K+492,台74,120.7007349,24.2011841,,,,省道
18K+493,台74,120.700734,24.2014331,,,,省道
18K+592,台74,120.701725,24.2014285,,,,省道
18K+593,台74,120.7017053,24.2011794,,,,省道
18K+692,台74,120.7027144,24.2012868,,,,省道
18K+693,台74,120.7026592,24.2010419,,,,省道
18K+791,台74,120.7036581,24.2010528,,,,省道
18K+792,台74,120.7035939,24.2008184,,,,省道
18K+892,台74,120.7046162,24.2008396,,,,省道
18K+895,台74,120.7045961,24.2006129,,,,省道
18K+995,台74,120.7055994,24.2007463,,,,省道
18K+995,台74,120.705588,24.2005116,,,,省道
19K+092,台74,120.7065516,24.2007249,,,,省道
19K+094,台74,120.706565,24.2004969,,,,省道
19K+192,台74,120.7075315,24.2007128,,,,省道
19K+193,台74,120.7075444,24.2004853,,,,省道
19K+293,台74,120.7085266,24.2007016,,,,省道
19K+294,台74,120.7085346,24.2004721,,,,省道
19K+392,台74,120.7095082,24.2006894,,,,省道
19K+394,台74,120.7095163,24.2004602,,,,省道
19K+506,台74,120.7106246,24.2005614,,,,省道
19K+507,台74,120.7106345,24.2005612,,,,省道
19K+593,台74,120.7114798,24.2006678,,,,省道
19K+594,台74,120.7114838,24.2004366,,,,省道
19K+694,台74,120.7124557,24.2004107,,,,省道
19K+694,台74,120.7124841,24.2006407,,,,省道
19K+793,台74,120.7134723,24.2005058,,,,省道
19K+794,台74,120.713412,24.2002821,,,,省道
19K+892,台74,120.714416,24.2002378,,,,省道
19K+893,台74,120.7143263,24.2000215,,,,省道
19K+994,台74,120.7152039,24.1996224,,,,省道
19K+995,台74,120.7153412,24.1998231,,,,省道
20K+094,台74,120.7161546,24.1993022,,,,省道
20K+095,台74,120.7160023,24.1991209,,,,省道
20K+195,台74,120.716767,24.1985503,,,,省道
20K+196,台74,120.7169305,24.1987228,,,,省道
20K+295,台74,120.7175152,24.1979707,,,,省道
20K+296,台74,120.7176814,24.1981416,,,,省道
20K+395,台74,120.7184185,24.1975515,,,,省道
20K+395,台74,120.7182611,24.1973745,,,,省道
20K+492,台74,120.7189592,24.1967966,,,,省道
20K+494,台74,120.7191439,24.1969526,,,,省道
20K+593,台74,120.7196838,24.1961785,,,,省道
20K+594,台74,120.7198647,24.1963357,,,,省道
20K+693,台74,120.7203928,24.1955509,,,,省道
20K+694,台74,120.7205782,24.1957055,,,,省道
20K+792,台74,120.7210385,24.1949057,,,,省道
20K+794,台74,120.721249,24.1950352,,,,省道
20K+893,台74,120.7215872,24.1941593,,,,省道
20K+894,台74,120.7218106,24.1942667,,,,省道
20K+993,台74,120.7219933,24.1933582,,,,省道
20K+994,台74,120.7222297,24.1934403,,,,省道
21K+092,台74,120.7222565,24.1925191,,,,省道
21K+094,台74,120.7225076,24.1925478,,,,省道
21K+192,台74,120.7223751,24.1916407,,,,省道
21K+193,台74,120.7226288,24.1916418,,,,省道
21K+292,台74,120.7223818,24.1907484,,,,省道
21K+294,台74,120.7226306,24.1907245,,,,省道
21K+394,台74,120.7223719,24.189828,,,,省道
21K+394,台74,120.7226215,24.1898251,,,,省道
21K+502,台74,120.7224643,24.1888497,,,,省道
21K+503,台74,120.722464,24.1888407,,,,省道
21K+605,台74,120.7223987,24.1879221,,,,省道
21K+606,台74,120.7223977,24.1879132,,,,省道
21K+695,台74,120.7224259,24.1871064,,,,省道
21K+695,台74,120.7221779,24.1871314,,,,省道
21K+792,台74,120.7223157,24.1862215,,,,省道
21K+794,台74,120.7220668,24.1862372,,,,省道
21K+895,台74,120.7219551,24.1853378,,,,省道
21K+895,台74,120.7222031,24.1853146,,,,省道
21K+994,台74,120.7218444,24.1844461,,,,省道
21K+995,台74,120.7220917,24.1844193,,,,省道
22K+094,台74,120.7219836,24.1835305,,,,省道
22K+095,台74,120.7217331,24.1835473,,,,省道
22K+194,台74,120.7218858,24.1826295,,,,省道
22K+196,台74,120.7216352,24.1826323,,,,省道
22K+294,台74,120.7215306,24.1817551,,,,省道
22K+295,台74,120.72178,24.1817245,,,,省道
22K+392,台74,120.7216707,24.1808477,,,,省道
22K+393,台74,120.7214224,24.1808733,,,,省道
22K+492,台74,120.7213124,24.1799821,,,,省道
22K+493,台74,120.7215599,24.1799508,,,,省道
22K+592,台74,120.7212013,24.1790816,,,,省道
22K+593,台74,120.7214498,24.1790549,,,,省道
22K+693,台74,120.7213377,24.178159,,,,省道
22K+694,台74,120.7210892,24.1781774,,,,省道
22K+793,台74,120.7212181,24.1772597,,,,省道
22K+794,台74,120.7209686,24.1772824,,,,省道
22K+893,台74,120.7210847,24.1763639,,,,省道
22K+908,台74,120.7209406,24.1762424,,,,省道
22K+992,台74,120.7207374,24.1754904,,,,省道
22K+994,台74,120.7209855,24.1754638,,,,省道
23K+092,台74,120.7207225,24.1745908,,,,省道
23K+095,台74,120.7209727,24.1745624,,,,省道
23K+192,台74,120.7207172,24.1736829,,,,省道
23K+195,台74,120.720968,24.1736561,,,,省道
23K+292,台74,120.7207123,24.1727778,,,,省道
23K+296,台74,120.7209623,24.1727482,,,,省道
23K+392,台74,120.7207084,24.1718779,,,,省道
23K+401,台74,120.7208324,24.171796,,,,省道
23K+494,台74,120.720709,24.1709592,,,,省道
23K+508,台74,120.7208325,24.17083,,,,省道
23K+593,台74,120.7207096,24.1700637,,,,省道
23K+596,台74,120.7209939,24.1700406,,,,省道
23K+692,台74,120.7207105,24.169166,,,,省道
23K+695,台74,120.7209955,24.1691399,,,,省道
23K+801,台74,120.7208353,24.168185,,,,省道
23K+808,台74,120.7208355,24.1681218,,,,省道
23K+895,台74,120.7206944,24.1673464,,,,省道
23K+895,台74,120.720944,24.1673333,,,,省道
23K+994,台74,120.7206306,24.1664552,,,,省道
23K+995,台74,120.720895,24.1664296,,,,省道
24K+093,台74,120.7207165,24.1655373,,,,省道
24K+097,台74,120.720461,24.165569,,,,省道
24K+191,台74,120.7203931,24.1646859,,,,省道
24K+198,台74,120.7201314,24.1647198,,,,省道
24K+290,台74,120.7199568,24.1638783,,,,省道
24K+299,台74,120.7196878,24.1639106,,,,省道
24K+392,台74,120.7195064,24.1630725,,,,省道
24K+400,台74,120.7192454,24.1631026,,,,省道
24K+492,台74,120.7191411,24.1622365,,,,省道
24K+498,台74,120.7188854,24.1622598,,,,省道
24K+592,台74,120.7188187,24.1613865,,,,省道
24K+598,台74,120.7185631,24.161408,,,,省道
24K+693,台74,120.7184952,24.1605268,,,,省道
24K+698,台74,120.7182396,24.1605562,,,,省道
24K+792,台74,120.7181719,24.159678,,,,省道
24K+798,台74,120.7179171,24.1597012,,,,省道
24K+893,台74,120.7178659,24.158817,,,,省道
24K+898,台74,120.7176135,24.1588417,,,,省道
25K+000,台74,120.7175234,24.1579069,,,,省道
25K+017,台74,120.7174955,24.1577556,,,,省道
25K+107,台74,120.7173684,24.1569518,,,,省道
25K+196,台74,120.7173676,24.156145,,,,省道
25K+197,台74,120.717119,24.1561691,,,,省道
25K+285,台74,120.7172411,24.155341,,,,省道
25K+286,台74,120.7169906,24.1553711,,,,省道
25K+392,台74,120.7169044,24.1544168,,,,省道
25K+486,台74,120.7164742,24.1536672,,,,省道
25K+486,台74,120.7167075,24.1535734,,,,省道
25K+586,台74,120.7162376,24.1527654,,,,省道
25K+587,台74,120.7160131,24.1528753,,,,省道
25K+682,台74,120.7157592,24.1520168,,,,省道
25K+686,台74,120.7155255,24.1521025,,,,省道
25K+785,台74,120.7153401,24.151186,,,,省道
25K+786,台74,120.7151042,24.1512661,,,,省道
25K+887,台74,120.7147854,24.150402,,,,省道
25K+903,台74,120.7148461,24.1502252,,,,省道
25K+986,台74,120.7144604,24.1495588,,,,省道
25K+986,台74,120.7147008,24.1494756,,,,省道
26K+086,台74,120.7140992,24.1487298,,,,省道
26K+087,台74,120.7143246,24.1486321,,,,省道
26K+187,台74,120.7136875,24.1479025,,,,省道
26K+187,台74,120.713915,24.1478072,,,,省道
26K+286,台74,120.7135077,24.1469919,,,,省道
26K+287,台74,120.7132791,24.147085,,,,省道
26K+386,台74,120.7128666,24.1462678,,,,省道
26K+386,台74,120.7130942,24.1461725,,,,省道
26K+486,台74,120.7124481,24.14546,,,,省道
26K+487,台74,120.7126695,24.1453518,,,,省道
26K+586,台74,120.7122332,24.1445436,,,,省道
26K+587,台74,120.7120067,24.1446427,,,,省道
26K+686,台74,120.7115685,24.143842,,,,省道
26K+687,台74,120.7117888,24.1437345,,,,省道
26K+787,台74,120.7111264,24.1430343,,,,省道
26K+787,台74,120.7113503,24.1429283,,,,省道
26K+886,台74,120.7109856,24.1421163,,,,省道
26K+887,台74,120.7107421,24.1421753,,,,省道
26K+987,台74,120.7104915,24.141291,,,,省道
26K+987,台74,120.710745,24.1412508,,,,省道
27K+087,台74,120.7103849,24.1403834,,,,省道
27K+087,台74,120.7106368,24.1403679,,,,省道
27K+186,台74,120.7103264,24.1394847,,,,省道
27K+187,台74,120.7105767,24.1394718,,,,省道
27K+287,台74,120.7102649,24.138582,,,,省道
27K+287,台74,120.7105173,24.1385612,,,,省道
27K+386,台74,120.7101423,24.1377114,,,,省道
27K+387,台74,120.71039,24.137656,,,,省道
27K+487,台74,120.7101085,24.1367695,,,,省道
27K+505,台74,120.7099168,24.1366599,,,,省道
27K+586,台74,120.7096832,24.1359483,,,,省道
27K+607,台74,120.709464,24.135839,,,,省道
27K+687,台74,120.7089591,24.1352774,,,,省道
27K+687,台74,120.7091795,24.1351604,,,,省道
27K+787,台74,120.708477,24.1344881,,,,省道
27K+787,台74,120.7086963,24.1343778,,,,省道
27K+887,台74,120.7080212,24.1336807,,,,省道
27K+888,台74,120.708244,24.1335752,,,,省道
27K+987,台74,120.7075977,24.1328634,,,,省道
28K+004,台74,120.7076392,24.1326735,,,,省道
28K+087,台74,120.7072013,24.1320273,,,,省道
28K+088,台74,120.7074328,24.1319376,,,,省道
28K+189,台74,120.7068114,24.1311781,,,,省道
28K+285,台74,120.7066802,24.1302929,,,,省道
28K+288,台74,120.7064386,24.1303617,,,,省道
28K+387,台74,120.7060183,24.1295597,,,,省道
28K+387,台74,120.7062444,24.1294568,,,,省道
28K+495,台74,120.705719,24.1285971,,,,省道
28K+497,台74,120.7054955,24.1287038,,,,省道
28K+594,台74,120.705014,24.1279286,,,,省道
28K+595,台74,120.7052378,24.1278202,,,,省道
28K+694,台74,120.7045374,24.1271587,,,,省道
28K+694,台74,120.7047543,24.1270402,,,,省道
28K+792,台74,120.7042746,24.1262677,,,,省道
28K+793,台74,120.7040563,24.1263842,,,,省道
28K+889,台74,120.7037931,24.1255021,,,,省道
28K+890,台74,120.7035756,24.125619,,,,省道
28K+996,台74,120.7032756,24.1246828,,,,省道
28K+997,台74,120.7030459,24.1247895,,,,省道
29K+096,台74,120.7027813,24.1238981,,,,省道
29K+097,台74,120.7025568,24.1240068,,,,省道
29K+199,台74,120.7022722,24.1230897,,,,省道
29K+200,台74,120.7020464,24.1231972,,,,省道
29K+297,台74,120.7017918,24.1223289,,,,省道
29K+298,台74,120.7015653,24.1224366,,,,省道
29K+396,台74,120.7013168,24.1215458,,,,省道
29K+397,台74,120.7010873,24.1216528,,,,省道
29K+497,台74,120.7006986,24.1207997,,,,省道
29K+501,台74,120.7008166,24.1207257,,,,省道
29K+597,台74,120.7004714,24.1199065,,,,省道
29K+607,台74,120.7005828,24.1197948,,,,省道
29K+697,台74,120.7003362,24.119006,,,,省道
29K+703,台74,120.7004548,24.1189365,,,,省道
29K+797,台74,120.7002332,24.1181097,,,,省道
29K+798,台74,120.7004805,24.1180799,,,,省道
29K+896,台74,120.7001579,24.1172093,,,,省道
29K+897,台74,120.7004083,24.1171946,,,,省道
29K+996,台74,120.7003391,24.1162862,,,,省道
29K+997,台74,120.7000791,24.1163146,,,,省道
30K+098,台74,120.6999035,24.1154327,,,,省道
30K+099,台74,120.7001459,24.1153671,,,,省道
30K+197,台74,120.6998253,24.114507,,,,省道
30K+198,台74,120.6995928,24.1145905,,,,省道
30K+297,台74,120.6991571,24.113806,,,,省道
30K+297,台74,120.6993722,24.1136865,,,,省道
30K+399,台74,120.6985902,24.1130692,,,,省道
30K+399,台74,120.6987805,24.1129194,,,,省道
30K+496,台74,120.6981306,24.1122727,,,,省道
30K+497,台74,120.6979462,24.1124267,,,,省道
30K+597,台74,120.6972528,24.1117782,,,,省道
30K+608,台74,120.6972785,24.1116204,,,,省道
30K+698,台74,120.6966363,24.111037,,,,省道
30K+706,台74,120.6967043,24.1109108,,,,省道
30K+797,台74,120.6961447,24.1102603,,,,省道
30K+797,台74,120.6963644,24.1101467,,,,省道
30K+896,台74,120.6958859,24.1093671,,,,省道
30K+897,台74,120.6956621,24.1094752,,,,省道
30K+997,台74,120.6951802,24.1086866,,,,省道
30K+997,台74,120.6953995,24.1085736,,,,省道
31K+094,台74,120.6949592,24.1078029,,,,省道
31K+096,台74,120.6947251,24.1078908,,,,省道
31K+197,台74,120.6942963,24.1070612,,,,省道
31K+197,台74,120.6945283,24.1069693,,,,省道
31K+296,台74,120.6941458,24.1061459,,,,省道
31K+303,台74,120.6940042,24.1061335,,,,省道
31K+397,台74,120.6937987,24.105309,,,,省道
31K+406,台74,120.6936504,24.1052628,,,,省道
31K+496,台74,120.6932481,24.1045273,,,,省道
31K+496,台74,120.6934888,24.104457,,,,省道
31K+598,台74,120.6929499,24.1036558,,,,省道
31K+599,台74,120.6931879,24.1035779,,,,省道
31K+697,台74,120.6926528,24.1028047,,,,省道
31K+697,台74,120.692892,24.1027304,,,,省道
31K+795,台74,120.6925721,24.1018842,,,,省道
31K+797,台74,120.6923308,24.1019529,,,,省道
31K+898,台74,120.6919845,24.1011059,,,,省道
31K+898,台74,120.6922184,24.1010166,,,,省道
31K+998,台74,120.6918515,24.1001773,,,,省道
32K+098,台74,120.6912301,24.0994515,,,,省道
32K+098,台74,120.6914554,24.0993443,,,,省道
32K+198,台74,120.6908138,24.0986277,,,,省道
32K+199,台74,120.6910384,24.0985193,,,,省道
32K+298,台74,120.6903801,24.097822,,,,省道
32K+299,台74,120.6906015,24.0977099,,,,省道
32K+398,台74,120.6899236,24.097027,,,,省道
32K+398,台74,120.6901427,24.0969119,,,,省道
32K+498,台74,120.6896386,24.0961299,,,,省道
32K+509,台74,120.689472,24.0961084,,,,省道
32K+599,台74,120.689073,24.0953775,,,,省道
32K+602,台74,120.6889474,24.0954209,,,,省道
32K+699,台74,120.688449,24.0946662,,,,省道
32K+704,台74,120.688316,24.0947058,,,,省道
32K+798,台74,120.6876045,24.0941632,,,,省道
32K+802,台74,120.6876631,24.0940553,,,,省道
32K+897,台74,120.6869198,24.0935272,,,,省道
32K+898,台74,120.6870654,24.0933817,,,,省道
32K+995,台74,120.6863999,24.0927601,,,,省道
32K+997,台74,120.686223,24.0928928,,,,省道
33K+097,台74,120.6855307,24.0922476,,,,省道
33K+097,台74,120.6856946,24.0921079,,,,省道
33K+196,台74,120.6850375,24.0914493,,,,省道
33K+207,台74,120.6848848,24.0914361,,,,省道
33K+296,台74,120.684234,24.0908867,,,,省道
33K+296,台74,120.6844111,24.0907674,,,,省道
33K+396,台74,120.6836926,24.09011,,,,省道
33K+396,台74,120.6838928,24.0900185,,,,省道
33K+494,台74,120.6835195,24.0892163,,,,省道
33K+495,台74,120.6833057,24.0892766,,,,省道
33K+592,台74,120.6832935,24.0883752,,,,省道
33K+593,台74,120.6830726,24.0884047,,,,省道
33K+686,台74,120.6832179,24.087534,,,,省道
33K+688,台74,120.6829929,24.0875299,,,,省道
33K+793,台74,120.6832357,24.086583,,,,省道
33K+794,台74,120.6830131,24.0865699,,,,省道
33K+896,台74,120.6830013,24.0856514,,,,省道
33K+897,台74,120.6832206,24.085634,,,,省道
33K+997,台74,120.6831472,24.0847356,,,,省道
34K+000,台74,120.682954,24.0847239,,,,省道
34K+095,台74,120.6827809,24.0838843,,,,省道
34K+096,台74,120.6829998,24.0838453,,,,省道
34K+195,台74,120.6826069,24.0829997,,,,省道
34K+195,台74,120.6828246,24.0829602,,,,省道
34K+295,台74,120.6826484,24.0820728,,,,省道
34K+295,台74,120.6824322,24.0821145,,,,省道
34K+395,台74,120.6824742,24.0811842,,,,省道
34K+397,台74,120.6822554,24.0812084,,,,省道
34K+497,台74,120.6821498,24.0802921,,,,省道
34K+497,台74,120.6823711,24.0802859,,,,省道
34K+598,台74,120.6821976,24.0793671,,,,省道
34K+599,台74,120.6824163,24.0793886,,,,省道
34K+700,台74,120.6826154,24.0785044,,,,省道
34K+701,台74,120.6824052,24.0784452,,,,省道
34K+800,台74,120.6827577,24.0775839,,,,省道
34K+801,台74,120.682956,24.0776704,,,,省道
34K+903,台74,120.6832612,24.0767674,,,,省道
34K+903,台74,120.6834411,24.0768845,,,,省道
35K+004,台74,120.6840808,24.0762049,,,,省道
35K+010,台74,120.6838907,24.0759723,,,,省道
35K+106,台74,120.684633,24.0754099,,,,省道
35K+107,台74,120.6847762,24.0755629,,,,省道
35K+206,台74,120.6855435,24.0750038,,,,省道
35K+206,台74,120.6854053,24.0748458,,,,省道
35K+306,台74,120.6861706,24.0742895,,,,省道
35K+307,台74,120.6863181,24.0744403,,,,省道
35K+406,台74,120.6869468,24.0737257,,,,省道
35K+406,台74,120.6870858,24.0738825,,,,省道
35K+506,台74,120.687709,24.0731585,,,,省道
35K+506,台74,120.6878517,24.0733126,,,,省道
35K+604,台74,120.6883967,24.0725499,,,,省道
35K+605,台74,120.688557,24.0726895,,,,省道
35K+698,台74,120.689143,24.0720247,,,,省道
35K+699,台74,120.6889656,24.0718988,,,,省道
35K+795,台74,120.6896509,24.0712663,,,,省道
35K+796,台74,120.6894573,24.0711619,,,,省道
35K+898,台74,120.6898596,24.070333,,,,省道
35K+900,台74,120.6900729,24.0703872,,,,省道
35K+999,台74,120.6901262,24.0694669,,,,省道
36K+000,台74,120.6903539,24.0695119,,,,省道
36K+099,台74,120.6902726,24.0685919,,,,省道
36K+100,台74,120.690495,24.0686052,,,,省道
36K+199,台74,120.6902832,24.0677038,,,,省道
36K+199,台74,120.6905195,24.0676932,,,,省道
36K+303,台74,120.6904412,24.0667433,,,,省道
36K+304,台74,120.6902013,24.0667715,,,,省道
36K+404,台74,120.690084,24.065868,,,,省道
36K+404,台74,120.6903233,24.0658425,,,,省道
36K+499,台74,120.6899677,24.0650221,,,,省道
36K+499,台74,120.6902071,24.0649939,,,,省道
36K+599,台74,120.6898377,24.0641302,,,,省道
36K+601,台74,120.6900718,24.0640749,,,,省道
36K+700,台74,120.6896708,24.0632408,,,,省道
36K+700,台74,120.6899071,24.0631965,,,,省道
36K+799,台74,120.6894492,24.0623721,,,,省道
36K+800,台74,120.6896828,24.0623109,,,,省道
36K+900,台74,120.689166,24.0615147,,,,省道
36K+900,台74,120.6893937,24.0614366,,,,省道
36K+999,台74,120.6888226,24.060678,,,,省道
37K+000,台74,120.6890544,24.0605883,,,,省道
37K+100,台74,120.6884279,24.0598487,,,,省道
37K+100,台74,120.6886469,24.0597588,,,,省道
37K+199,台74,120.6879795,24.0590629,,,,省道
37K+200,台74,120.688188,24.0589492,,,,省道
0K+000,台74甲,120.6032886,24.0914427,,,,省道
0K+000,台74甲,120.6034811,24.0912419,,,,省道
0K+520,台74甲,120.5996203,24.0881739,,,,省道
0K+523,台74甲,120.5997358,24.0880236,,,,省道
1K+020,台74甲,120.5962767,24.0848448,,,,省道
1K+021,台74甲,120.5964295,24.0847294,,,,省道
1K+521,台74甲,120.59395,24.0809333,,,,省道
1K+522,台74甲,120.5937711,24.0809808,,,,省道
2K+015,台74甲,120.5929071,24.0766119,,,,省道
2K+515,台74甲,120.5932344,24.0721255,,,,省道
3K+016,台74甲,120.5935257,24.0676393,,,,省道
3K+518,台74甲,120.5926609,24.0632096,,,,省道
4K+019,台74甲,120.5903596,24.0592263,,,,省道
4K+520,台74甲,120.5872727,24.0557151,,,,省道
5K+020,台74甲,120.5836637,24.0526657,,,,省道
5K+520,台74甲,120.5815576,24.0486075,,,,省道
6K+022,台74甲,120.5794745,24.0445236,,,,省道
6K+523,台74甲,120.5775132,24.0403996,,,,省道
7K+025,台74甲,120.5760493,24.0360763,,,,省道
7K+525,台74甲,120.5736506,24.0321705,,,,省道
8K+025,台74甲,120.5707982,24.0284995,,,,省道
8K+526,台74甲,120.5668917,24.0258277,,,,省道
9K+029,台74甲,120.5625188,24.0237483,,,,省道
9K+543,台74甲,120.5582232,24.0213303,,,,省道
10K+029,台74甲,120.5541421,24.019058,,,,省道
10K+504,台74甲,120.5499866,24.0171071,,,,省道
0K+000,台76,120.322184,23.938928,,,,省道
0K+550,台76,120.3271667,23.9369743,,,,省道
0K+551,台76,120.3272385,23.9371398,,,,省道
1K+047,台76,120.3320073,23.9364861,,,,省道
1K+047,台76,120.3320204,23.9362262,,,,省道
1K+541,台76,120.3368926,23.9364721,,,,省道
1K+553,台76,120.3368893,23.9367357,,,,省道
2K+043,台76,120.3418237,23.9367299,,,,省道
2K+043,台76,120.3418185,23.9369872,,,,省道
2K+545,台76,120.3467381,23.9369901,,,,省道
2K+546,台76,120.3466207,23.9371804,,,,省道
3K+032,台76,120.3514903,23.9374473,,,,省道
3K+044,台76,120.35163,23.9372438,,,,省道
3K+525,台76,120.3565416,23.9373006,,,,省道
3K+547,台76,120.3565466,23.9374757,,,,省道
3K+548,台76,120.3565416,23.9373006,,,,省道
4K+068,台76,120.3617725,23.9367462,,,,省道
4K+092,台76,120.3620246,23.9369135,,,,省道
4K+520,台76,120.3662126,23.9364802,,,,省道
4K+541,台76,120.3664268,23.9366518,,,,省道
5K+022,台76,120.3711535,23.9363932,,,,省道
5K+035,台76,120.3712769,23.9365752,,,,省道
5K+520,台76,120.376117,23.9365314,,,,省道
5K+537,台76,120.3762792,23.9367254,,,,省道
6K+008,台76,120.3808443,23.9364588,,,,省道
6K+028,台76,120.3810703,23.9366245,,,,省道
6K+500,台76,120.3855375,23.9357981,,,,省道
6K+500,台76,120.3855318,23.936061,,,,省道
7K+028,台76,120.3904198,23.9374415,,,,省道
7K+044,台76,120.3904115,23.9376664,,,,省道
7K+500,台76,120.3937247,23.9404023,,,,省道
7K+533,台76,120.3941384,23.9403251,,,,省道
8K+000,台76,120.3985174,23.9417334,,,,省道
8K+023,台76,120.398793,23.9416151,,,,省道
8K+500,台76,120.4031131,23.9433489,,,,省道
8K+528,台76,120.4034363,23.9432597,,,,省道
9K+055,台76,120.408288,23.944486,,,,省道
9K+500,台76,120.4125031,23.9455021,,,,省道
9K+540,台76,120.4129501,23.9454151,,,,省道
10K+000,台76,120.4170961,23.9470547,,,,省道
10K+042,台76,120.4175534,23.9470446,,,,省道
10K+500,台76,120.4213819,23.9490296,,,,省道
10K+556,台76,120.4219864,23.9491233,,,,省道
11K+042,台76,120.4265197,23.9507899,,,,省道
11K+061,台76,120.4265341,23.9511711,,,,省道
11K+546,台76,120.4305591,23.9534431,,,,省道
11K+560,台76,120.4304605,23.9537121,,,,省道
20K+911,台76,120.4802919,24.010846,,,,省道
20K+919,台76,120.4804572,24.0114286,,,,省道
21K+021,台76,120.4813648,24.0106994,,,,省道
21K+036,台76,120.481596,24.0113252,,,,省道
21K+112,台76,120.482347,24.0112661,,,,省道
21K+117,台76,120.482314,24.0106406,,,,省道
21K+218,台76,120.4833078,24.0106322,,,,省道
21K+220,台76,120.4834183,24.0112453,,,,省道
21K+296,台76,120.4841841,24.0112551,,,,省道
21K+316,台76,120.4842628,24.0106437,,,,省道
21K+372,台76,120.484946,24.0112418,,,,省道
21K+417,台76,120.4852437,24.0105884,,,,省道
21K+453,台76,120.4857495,24.0111572,,,,省道
21K+507,台76,120.4861017,24.010424,,,,省道
21K+526,台76,120.4864657,24.0110042,,,,省道
21K+610,台76,120.4870531,24.0101283,,,,省道
21K+616,台76,120.4873268,24.0107333,,,,省道
21K+708,台76,120.4879509,24.0097942,,,,省道
21K+715,台76,120.4882542,24.010398,,,,省道
21K+811,台76,120.4891489,24.0100696,,,,省道
21K+815,台76,120.4889219,24.0094351,,,,省道
21K+906,台76,120.490032,24.0097461,,,,省道
21K+914,台76,120.4898222,24.0091072,,,,省道
22K+014,台76,120.490752,24.0088099,,,,省道
22K+019,台76,120.4910523,24.0092801,,,,省道
22K+111,台76,120.4919012,24.0087987,,,,省道
22K+132,台76,120.4917464,24.0082648,,,,省道
22K+219,台76,120.4928533,24.0082005,,,,省道
22K+221,台76,120.4924202,24.0077536,,,,省道
22K+309,台76,120.4935068,24.0075406,,,,省道
22K+316,台76,120.4930398,24.007113,,,,省道
22K+400,台76,120.4940662,24.0067901,,,,省道
22K+450,台76,120.493668,24.0060559,,,,省道
22K+491,台76,120.4945038,24.0059825,,,,省道
22K+557,台76,120.4940417,24.0051666,,,,省道
22K+589,台76,120.4948189,24.0051119,,,,省道
22K+666,台76,120.4942801,24.0042142,,,,省道
22K+697,台76,120.4950373,24.0041555,,,,省道
22K+754,台76,120.494448,24.0034363,,,,省道
22K+785,台76,120.4951955,24.003383,,,,省道
22K+854,台76,120.4946348,24.0025492,,,,省道
22K+894,台76,120.4954002,24.0024256,,,,省道
22K+939,台76,120.4948321,24.0017929,,,,省道
22K+993,台76,120.4956623,24.0015847,,,,省道
23K+013,台76,120.4950594,24.0011579,,,,省道
23K+095,台76,120.4960416,24.0007668,,,,省道
23K+117,台76,120.4955583,24.0003317,,,,省道
23K+200,台76,120.4965465,23.9999668,,,,省道
